hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
1435942,129968,123,839,11795,19,113215,6687,16,3798,16659,19,77,146740,3,13,8955,321,99,52,6216,568,217,5329,7,640,911,180,992,8668,23,10173,4227,1883,67,139,71,325,159,164,1769,1802,125604,69,24,123,163,114,679,6806,6214,98,110,2627,7,105,0,18,88,347264,344734,27,178,52873,136472,1700,76,7820,15188,48,95,72,9292,10501,56,9766,1147,2763,63219,127,12,1454,41,2,38,24,3957,71,12,8,22,89,1470,868,26,14171,995,149,22,349,195,15,225642,91,12,45,119,37,2,152,18,201,1,1525,7,9,64,2726,9369,2,30,11,26,7744,353,8,515,26,17,300,26,39,79,8187,3158,3349,91,14,1,33,4,9742,17,375,53438,15,23,96,1799,5,63609,166,2314,492,12,37,421,0,0,89,57,300,261,7,2552,2601,8069,233,287,81,290,0,23,306,37,699,17,43,5,4,152,322,752,163,84,1554,301,1168,119,492,2928,19,1690,4679,44,1632,1275,3429,185,250,3165,3198,5537,45,91,1001,4,5,51,44,28,71162,1044,164,400,51674,38,13319,74,30,1906,22198,1129,21717,545,25,1,397,0,8,29,718,487,7932,15,272,65,1105,74,13804,0,48,55984,466,1714,2109,329,47,59,116,4360,47485,1,936,70,50,17508,34,24266,24497,17051,0,46,4331,32,58,5,734,1,181498,123,6839,0,3,55876,56204,78,3,4,0,424,2,268,3160,30684,2132,364,16,34259,16,4907,45,2335,11,186,106,94,1405,325,20,44381,503,4318,94,26,1353,54260,24,1853,1522,319,1834,6,32,33,breast
377114,197006,32,229,684,10,11762,777,2,3873,4793,7,10,128765,7,1,613,75,26,10,3727,227,43,3539,3,85,197,129,198,1864,36,1232,203,458,6,20,17,212,26,98,285,285,8109,22,2,54,26,7,692,2898,2361,10,21,412,5,87,2,16,28,28476,28288,7,38,41865,30842,648,32,1245,1235,6,26,35,6744,1148,14,6280,129,419,15172,18,6,207,17,3,6,1,4895,68,6,5,5,22,204,141,8,2296,77,21,1,504,42,5,73350,76,6,6,27,11,1,26,6,26,1,155,5,3,3,388,1693,0,49,7,61,1852,371,3,122,1,0,185,2,3,43,1136,336,357,38,3,3,11,8,4215,2,278,13645,9,18,1,233,8,66960,169,1178,638,3,58,151,0,0,15,110,25,152,15,503,539,1370,312,313,27,310,0,28,296,19,626,4,31,4,3,28,145,154,93,12,483,26,107,74,60,505,10,773,1600,10,82,297,143,55,210,749,675,1035,4,64,115,1,6,17,10,9,22259,534,7,105,27765,8,12021,8,1,318,2840,233,2736,131,4,7,31,0,3,0,64,75,5040,1,19,1,176,4,8461,0,22,10262,6,1402,342,138,10,9,145,588,10119,1,518,3,13,10120,25,2968,2933,12215,0,45,614,11,1,3,89,1,163769,46,954,2,1,10658,10432,19,1,0,0,60,0,10,1076,1389,1486,46,14,1644,12,1564,2,832,3,20,15,42,376,141,2,13031,322,1494,147,5,344,7407,169,543,196,246,499,8,3,26,breast
455064,88977,87,564,5162,23,35816,4021,29,6455,6723,31,25,124936,3,15,2507,198,82,92,3915,965,69,9376,5,261,1929,157,1906,2485,30,4024,5645,1435,20,250,25,247,163,290,1865,1864,79825,49,27,125,222,22,821,2375,1757,74,16,992,6,511,2,23,50,35711,35825,1,44,34355,94446,856,138,3436,5051,29,19,76,14690,728,50,11474,336,1557,7034,76,14,288,32,2,14,13,6787,223,8,4,11,89,215,390,31,9472,336,228,29,693,112,11,170163,154,14,42,114,11,160,57,20,30,0,2555,13,248,53,970,1174,19,221,9,3,6978,1179,7,270,3,10,908,14,22,80,1362,1028,206,97,10,6,15,21,10900,11,328,61956,26,19,29,936,5,228525,410,2683,3153,14,38,339,0,0,236,93,78,136,4,2266,2319,2307,245,111,42,83,5,34,105,27,3696,9,60,10,4,493,292,222,159,115,892,97,278,29,159,424,20,1184,517,14,506,358,711,277,251,1544,4778,1913,26,75,400,8,21,57,34,14,144690,1242,25,112,53923,55,8004,21,3,649,19159,254,18863,453,17,5,109,0,3,5,338,398,8877,3,61,16,198,28,15459,0,50,135620,8,3465,686,119,27,41,422,1317,11436,3,1102,0,16,20806,1219,16447,16331,19419,0,132,12063,9,0,13,122,0,406589,95,3467,14,24,67510,68469,27,10,6,6,179,0,54,2321,4103,3742,63,30,4237,23,4450,10,4612,19,88,87,115,1779,128,7,107223,536,2802,113,26,1751,14529,23,1498,1290,942,1498,5,11,72,breast
682998,349816,39,287,1724,20,13517,1509,2,2605,3091,29,24,43906,4,3,1959,114,68,29,2008,580,64,1578,3,110,269,29,259,2196,46,5040,340,852,37,53,30,294,86,87,444,445,201553,99,26,63,117,76,1457,1331,1099,32,24,957,11,80,1,23,38,37641,37558,0,45,25307,66988,2066,34,2254,10429,36,25,31,5316,3219,217,1153,153,816,6852,16,20,357,41,0,42,6,5126,38,4,9,23,108,274,361,11,9701,547,46,15,1223,97,31,180112,18,15,34,41,17,1,27,18,61,23,470,4,9,15,794,1210,56,76,9,5,10171,275,8,432,4,8,161,44,49,29,1420,1231,238,26,18,7,27,5,8449,12,349,26343,14,41,35,229,9,42628,273,1120,666,12,36,86,46,55,21,64,33,112,10,2237,2252,2173,330,569,31,532,3,16,548,16,753,17,49,6,3,554,69,278,112,65,929,144,392,49,219,1715,5,2176,1908,34,534,326,290,110,107,1447,1295,1109,23,93,460,4,7,21,15,19,35454,546,20,102,20798,5,7134,16,5,368,3447,235,3486,800,7,8,133,0,4,9,251,185,9516,0,66,32,190,28,18512,0,34,11442,355,1112,477,115,16,75,76,1033,16858,1,611,0,17,26901,33,7010,7020,22125,0,92,3595,3,0,1,9,13,60262,107,4150,1,2,11569,11673,16,3,2,0,215,0,35,2821,4437,1082,131,6,4554,4,4441,2,1853,4,13,42,122,966,252,13,41255,332,3006,65,10,1000,15889,15,2613,351,422,2583,15,23,21,breast
619528,619250,172,546,2511,131,45118,2089,11,3669,6215,48,34,41102,16,25,15859,586,138,71,8032,1085,104,1704,4,143,693,42,705,9568,26,11106,2546,1822,207,358,280,1072,173,232,298,295,73673,156,41,55,133,27,8247,1650,1424,236,15,2593,7,1467,8,20,89,82360,83458,68,129,38146,275051,1294,84,1797,6798,97,129,119,39962,2179,212,18332,378,963,29130,5,6,1155,24,27,54,54,83019,117,12,60,56,321,711,630,80,14453,311,195,61,1435,431,61,237958,188,32,110,122,28,3,248,24,88,4,739,12,20,210,4160,8843,74,242,12,3,12692,866,4,540,6,19,493,76,50,101,3371,4440,1142,92,22,5,18,13,31829,7,628,139914,21,21,85,626,10,602201,224,4766,7900,16,56,338,3,8,16,95,130,678,13,4436,4507,4422,917,855,108,823,0,57,744,92,7904,16,27,17,0,924,276,500,341,113,3458,237,651,376,363,2527,15,3087,3120,25,694,405,1000,275,835,5744,2261,2406,17,105,1178,7,12,27,175,16,26302,1643,61,98,2862,77,32220,228,22,2453,7111,459,7117,548,8,7,177,1,162,10,989,374,11166,5,162,324,351,299,21362,4,126,13950,129,3933,1251,301,69,118,69,4741,21458,36,1533,1,23,30881,132,27184,27399,36821,1,204,18740,22,1,14,66,10,338792,159,4237,1,1,14213,14283,72,1,5,0,191,14,143,4990,20580,4218,370,19,21458,21,4655,75,4708,12,28,238,441,2775,517,13,44058,592,6240,276,59,2881,42267,130,4206,29298,934,4131,29,64,61,breast
1006691,364017,51,330,2897,16,44154,1962,2,9584,6773,40,33,117322,16,5,7246,207,89,75,3983,632,105,5369,13,155,2290,124,2369,4060,74,13037,2244,2074,110,131,76,166,60,136,1004,1014,126437,168,17,110,87,72,866,3492,3038,67,25,1406,13,1288,1,26,46,33867,34108,2,75,60725,295623,2846,287,5279,4616,45,261,54,14663,13601,94,2451,469,1509,13119,28,29,353,88,2,24,12,7289,97,16,20,43,268,297,451,32,21503,1219,148,40,3355,205,17,398791,121,52,151,154,31,0,116,75,80,0,442,23,4,93,1568,2940,23,223,42,4290,9859,779,13,1226,39,5,800,8,15,44,2268,1904,508,45,14,14,57,8,7156,28,724,39812,55,86,67,475,14,298591,141,2106,1570,42,130,183,1,0,11,260,65,273,31,1812,1780,6019,256,5466,79,5470,33,32,5467,17,1947,50,142,21,5,458,213,1076,193,105,2728,131,218,74,224,1255,20,4950,1453,28,1159,391,419,181,133,2750,6283,2017,69,297,502,2,5,51,271,19,59457,630,27,60,302740,38,5032,69,4,1448,8726,257,8797,1581,21,13,146,0,3,23,475,552,29411,0,108,57,201,47,53584,858,39,26119,385,2595,692,232,27,46,76,2135,8391,2,852,0,43,74136,97,9351,9452,40982,0,295,7502,14,0,41,32,8,128740,276,6129,10,8,26230,26449,28,3,4,4,142,0,54,2381,12647,2827,247,14,13421,12,10154,8,2555,4,5,119,175,1095,234,8,110405,360,3802,115,5,1088,20675,91,2448,1036,3235,2348,36,37,34,breast
565208,162918,122,244,3931,24,32486,2406,1,8785,5863,28,44,72171,8,19,3989,96,96,37,5205,536,41,3132,5,114,1003,75,956,3753,44,10692,569,2164,24,238,48,87,35,160,649,651,61856,23,13,128,60,20,479,293,207,61,15,1414,5,470,3,8,33,25590,25556,18,46,20933,191656,965,151,3700,3763,30,119,34,15747,2222,46,34523,462,1817,10107,24,11,490,47,6,22,17,5831,90,18,11,7,679,421,570,25,15277,547,103,22,1882,90,4,196460,186,32,11,30,9,3,92,39,46,2,311,20,6,56,1026,1748,6,160,21,612,4987,533,6,341,7,4,575,18,11,76,2681,928,322,82,16,8,5,18,15072,12,519,47389,26,55,53,388,5,108236,95,1780,3009,11,75,155,2,2,106,99,46,78,11,1221,1181,3539,100,151,79,140,0,38,138,21,1807,32,72,20,6,475,117,172,98,37,1520,76,175,26,141,709,6,2543,486,21,826,286,480,275,170,1898,4506,1191,124,137,451,1,11,22,35,16,98498,469,28,38,69981,31,6262,9,5,868,5968,196,5798,549,7,8,213,0,3,24,263,247,9951,0,60,38,157,34,17035,0,30,28396,0,1881,951,180,16,77,185,1230,13661,23,608,19,8,22247,95,9502,9317,32881,0,227,5341,5,8,30,10,10,155409,71,2122,9,30,27804,28570,41,7,10,6,115,0,131,1594,9703,2086,99,9,10401,6,5508,17,1465,10,3,78,2137,1113,2353,1,28345,194,4555,107,43,1070,18666,75,1305,1300,826,1258,19,70,17,breast
815824,131340,82,2437,5574,32,173167,6075,5,3259,29418,116,42,1115649,7,8,19090,748,416,131,10511,1245,454,2972,46,1592,567,1272,658,11003,51,2266,4726,1336,53,685,405,819,180,394,5616,5631,30657,258,233,29,33,247,647,4398,3902,127,309,6710,14,899,4,40,37,216296,215801,164,235,774370,453646,1240,92,6297,24553,127,305,455,10618,4326,31,10782,2864,1766,111962,699,18,2054,115,2,34,212,2605,28,48,4,133,237,1929,1186,91,22469,101,126,8,992,177,55,123442,427,117,12,358,25,4,186,43,80,278,333,1,21,1078,1546,7813,62,64,14,3652,4046,133,13,244,32,10,319,16,67,39,6441,8208,1792,37,40,13,45,32,8948,3,468,107221,24,30,361,542,55,153562,539,1645,840,41,121,530,280,248,13,53,108,43,9,2767,2964,11440,76,831,92,808,2,31,806,22,1016,74,72,18,10,107,457,4414,330,775,1645,619,1050,510,1096,4782,201,1658,1241,146,1184,997,1323,996,162,4643,5620,4438,15,268,828,560,23,50,16,64,24325,962,1413,494,4806393,56,26128,253,26,2031,13362,706,12955,148,13,5,1662,60,4,28,268,914,2775,7,41,20,544,25,4751,1,41,17047,0,1919,1264,157,31,2719,215,771,24747,0,1597,2,27,5596,19,11777,11827,10225,12,124,3344,19,2,3,621,0,78456,113,3742,3,10,16972,17306,87,6,3,2,209,0,360,4496,23157,2008,519,29,25288,21,3431,22,8300,10,301,253,43,682,153,11,21715,244,7834,736,0,692,148861,108,1774,558,159,1625,34,73,16,breast
922716,163297,193,317,2028,151,34071,1079,13,8554,4150,35,38,103822,5,21,4196,218,88,37,1575,399,93,25772,30,307,1663,137,1727,2185,34,12176,848,3829,525,111,81,923,72,43,407,408,283071,26,22,3,180,27,2106,124,93,112,11,1918,12,81,15,40,77,42214,42179,82,89,77752,141078,3615,154,3451,8049,40,30,71,11114,3803,62,20236,398,1663,16773,70,28,818,76,23,24,33,23781,149,33,68,20,221,750,542,53,23937,378,150,45,2506,220,17,313969,447,35,18,96,15,3,129,64,161,3,1046,11,42,45,1998,3935,18,180,14,96,6265,1124,7,477,10,15,331,40,6,60,3768,3333,630,62,1,12,63,9,13525,40,282,59061,34,33,19,399,19,109236,444,1915,1058,26,83,216,9,11,15,200,134,551,34,2256,2145,5700,593,435,213,447,2,30,449,25,552,36,139,12,14,329,176,282,225,188,2654,273,343,104,348,883,27,4769,4470,77,448,758,751,161,615,1863,2604,2040,110,175,1219,4,6,54,433,30,65747,540,53,180,22219,38,19959,50,19,1211,14876,208,14813,1193,6,17,109,126,73,14,343,371,22317,20,94,44,182,51,41438,3201,72,56992,1,1802,1270,246,36,79,65,3344,15601,14,875,2,32,59069,44,12905,12750,17716,72,146,4776,38,2,20,50,2,142002,214,3906,48,33,28748,29174,45,21,25,10,165,70,80,1981,13224,1960,170,18,14125,18,6205,24,1429,10,47,183,375,1160,709,28,47745,919,1942,226,6,1159,36223,47,2601,6227,2315,2522,18,26,57,breast
162307,64195,25,10,83,28,12214,71,0,2606,1284,29,61,94163,3,4,5272,126,97,21,1218,314,46,39238,19,94,1517,112,1719,2780,6,6852,203,13067,101,91,32,18,73,12,301,299,51954,12,30,12,34,62,147,24,16,21,11,436,1,170,1,6,14,15918,15891,5,109,60293,99281,479,39,1575,7906,12,78,48,7813,5724,52,4439,108,485,12158,25,4,954,28,0,16,26,970,47,6,6,33,431,782,738,111,7765,542,216,11,460,186,2,120992,63,7,6,62,11,15,203,5,11,1,346,9,444,52,1646,2435,16,83,4,12,1863,1676,1,181,14,2,56,10,13,27,4707,1748,359,21,4,4,15,5,1462,6,171,24932,9,9,16,139,4,101829,115,1507,87,3,19,164,4,4,27,32,89,51,2,484,539,5705,71,5025,199,5180,0,7,5058,16,128,5,24,14,1,97,143,75,161,80,445,69,127,76,132,875,41,596,905,7,286,163,69,156,22,1438,1555,583,25,30,465,23,4,27,76,4,20329,465,23,59,1186,66,11552,30,11,1006,2412,146,2449,313,5,3,106,0,0,29,27,289,3186,0,14,9,92,9,5793,909,67,14338,0,1501,402,80,61,81,133,3350,23154,11,631,4,6,8142,19,2628,2654,9850,14,56,365,1,3,22,18,2,98545,43,989,0,1,7209,7252,47,0,0,0,94,0,63,2709,9743,1497,96,5,11364,2,2011,9,697,7,5,57,39,609,71,4,13035,90,1448,181,0,654,22290,16,1138,53,288,1111,1,11,10,breast
600161,116543,62,479,4014,57,43775,1951,2,3826,7231,27,51,208068,6,15,4976,243,190,35,12588,1353,41,5848,11,499,922,187,969,3692,66,10384,2086,3683,16,248,75,176,73,92,595,596,90178,201,26,143,106,125,999,6276,5317,79,26,1123,3,2817,2,30,99,46619,46335,7,36,80272,185859,1768,137,4761,9900,29,85,58,8958,4400,92,39355,544,1184,10274,131,12,279,52,3,34,39,5886,102,13,4,95,413,232,719,20,10580,2756,244,14,1670,77,4,213366,77,48,13,103,89,11,51,33,76,0,2705,19,18,77,470,1537,9,442,25,20,5907,447,6,490,5,3,406,22,122,53,1365,1180,286,49,26,2,19,38,30903,32,554,37930,24,53,81,313,17,306142,233,2186,4252,17,73,106,0,0,74,144,39,233,14,2658,2578,2384,204,320,33,306,1,31,289,5,4514,1,73,11,9,434,95,797,198,79,1662,141,329,672,251,12124,66,3341,2023,21,577,976,330,233,90,2366,3410,1678,22,138,215,10,8,65,18,21,83419,697,119,148,37334,62,28048,11,19,1933,9755,237,9562,1586,6,15,131,0,3,13,210,525,14387,2,58,22,213,20,26563,0,11,33005,363,3303,832,208,8,108,233,945,44364,4,957,1,18,36938,62,12693,12731,17764,0,150,10947,14,0,16,239,2,234792,131,2569,10,7,33153,33345,49,4,5,0,140,0,82,7441,6614,3475,80,28,7382,24,3345,7,3274,8,74,179,71,1095,152,11,151242,806,4677,87,4,1099,17805,20,2797,955,3313,2727,24,19,19,breast
486265,46917,41,307,1476,14,5518,1031,0,1254,1194,21,28,29610,3,3,2190,156,60,34,1684,430,30,912,7,105,151,21,168,2962,6,1545,619,238,19,128,61,56,122,101,207,211,106458,7,14,11,64,75,3843,41,37,84,13,875,2,358,0,6,10,18488,19088,14,34,18615,35162,824,12,882,10194,23,33,39,4364,582,87,764,253,553,3860,12,2,407,12,8,22,12,18520,36,5,35,20,77,320,339,29,5818,180,78,45,444,122,31,81248,15,3,13,96,11,2,89,8,22,18,341,11,12,36,930,1056,22,132,5,3,7079,306,3,140,13,19,76,120,36,13,1212,1408,241,9,24,0,10,4,8498,4,196,48174,4,11,37,258,2,112765,548,739,826,1,19,46,29,35,3,20,43,136,3,1977,2021,1517,614,82,26,76,2,54,90,28,861,1,17,6,2,442,45,357,93,50,795,196,257,32,220,1076,12,734,884,32,188,231,690,49,217,1090,890,1663,7,25,535,4,7,19,3,2,32929,583,14,189,16678,27,6310,48,42,303,2300,243,2276,360,3,2,396,0,23,4,125,210,4847,3,22,17,218,15,9528,0,84,8268,31,1714,653,85,25,34,53,1238,15338,14,461,0,5,14046,30,10193,10110,18278,0,19,6064,4,0,9,9,1,177333,49,3581,0,6,8708,8682,18,0,2,2,179,0,142,1517,3203,1931,93,9,3332,5,6077,27,818,1,24,96,204,1228,398,10,11525,314,1028,170,20,1173,13190,29,1760,6248,170,1739,13,13,16,breast
1062982,245348,57,612,3584,71,38758,3090,2,6196,7103,70,61,256391,12,18,14215,251,209,57,12557,931,137,8006,36,153,1118,285,1156,13310,61,5721,1757,1811,242,340,147,378,304,401,745,746,111439,67,63,32,151,463,6557,523,436,184,117,1670,11,272,3,24,114,50275,50476,2,107,129147,131812,1607,121,1506,10781,85,150,173,23200,6606,208,1173,350,1522,20060,15,18,890,43,16,24,34,26935,119,8,248,87,259,670,1196,208,20039,395,251,87,1853,372,29,360767,72,35,37,347,17,4,126,34,77,0,814,13,17,330,2616,5129,10,172,16,5900,10295,1248,8,930,81,43,381,134,121,100,3424,2823,705,91,16,5,38,45,18664,25,907,79026,25,53,173,515,25,834550,317,2806,4975,11,85,226,1,0,68,184,105,205,15,2846,3008,4882,782,4793,130,4890,295,48,4795,39,5227,23,71,40,8,827,214,1665,311,64,3420,263,456,121,435,3530,33,4759,2818,40,1741,472,1598,247,285,4556,1712,3099,29,150,2518,136,67,47,413,4,32545,1098,64,418,102707,70,8465,115,42,2902,8776,690,8557,910,7,13,310,0,26,1,416,579,19852,0,68,58,598,72,38073,38,73,36993,185,1830,1178,226,80,203,122,2985,13216,0,2708,2,15,54924,119,12873,12949,29645,4,172,21510,21,3,11,864,8,129616,180,4950,1,2,18338,18827,104,3,0,0,358,0,292,2740,15299,1946,524,21,16881,24,5664,57,2624,9,270,228,241,1572,409,14,46831,1111,3989,1043,53,1699,49528,155,3001,3811,1481,2807,38,51,31,breast
786530,175439,52,178,1833,40,21626,833,5,4554,3458,27,19,72477,3,24,4000,125,89,18,3204,636,42,10171,4,184,1391,46,1462,3395,59,11174,1714,6155,12,120,38,74,78,152,256,256,87656,11,16,29,62,23,665,107,67,108,21,1067,8,158,1,16,24,29442,29119,2,26,21014,188931,2206,217,3624,3698,30,37,41,5808,1614,18,2545,305,691,6022,43,18,361,60,3,24,1,5304,57,21,10,12,183,291,749,20,12019,212,112,29,1957,65,3,184629,234,42,15,47,19,78,51,53,60,0,588,8,7,33,412,1527,6,227,20,10,3064,376,4,416,6,4,294,4,2,31,1688,562,257,43,14,8,25,21,6525,28,239,51222,30,60,127,139,6,100479,274,1521,816,22,66,91,0,0,1,162,21,177,11,1360,1403,3804,193,147,47,115,9,27,147,11,1035,2,92,10,6,497,68,126,81,58,1426,82,206,109,115,806,35,4740,1195,26,287,397,657,96,75,1721,4442,1932,19,174,250,4,12,33,5,25,68373,225,26,42,54269,20,9784,8,4,1087,7278,237,7220,1107,9,19,200,0,5,18,462,242,18787,2,197,79,221,66,34215,1,22,27811,0,2370,513,115,15,13,89,783,11092,2,893,11,17,46774,123,8262,8231,16451,1,129,3645,37,10,27,43,18,239353,217,2168,2,6,27757,28145,38,9,5,4,112,0,179,1234,8047,1389,103,16,8813,11,5995,25,1366,7,20,76,56,560,105,5,46888,364,2188,74,20,546,13734,43,1255,862,1441,1215,26,21,45,breast
291327,36764,38,221,1069,6,13405,1057,1,1086,1659,8,15,38136,2,3,1057,67,17,15,2127,409,42,1863,3,148,150,32,169,1607,8,800,503,244,12,55,12,49,13,33,115,117,10237,6,10,117,34,1,351,18,12,18,7,303,2,243,1,7,18,25881,25855,2,31,14411,36592,663,19,1711,1576,5,37,17,2764,270,23,1928,194,438,5943,52,2,229,12,3,8,5,3584,22,1,2,4,38,171,168,11,5380,146,55,1,407,41,0,88690,17,11,1,24,9,1,18,6,14,0,77,4,1,21,422,931,6,76,10,4,1026,416,3,136,0,2,171,8,4,13,1090,313,137,12,4,0,6,4,2397,5,245,10273,6,27,9,121,7,50600,96,708,265,2,9,72,0,0,23,32,21,17,3,697,753,1492,126,68,22,73,0,91,58,7,423,1,46,5,1,25,54,110,56,5,444,55,119,70,110,303,4,605,617,4,99,145,266,33,75,956,770,687,1,52,127,1,8,18,8,5,48455,139,16,75,7705,12,6544,4,2,543,2118,192,2204,257,6,4,71,0,5,0,56,91,4331,0,19,5,165,6,7804,2,14,11245,2,876,253,70,7,70,109,658,9474,2,476,7,2,10981,13,3173,3132,12253,0,51,1128,2,2,1,130,1,148442,32,374,0,0,11234,11619,6,1,0,0,111,0,10,228,2392,1037,23,1,2594,5,1498,3,1030,6,32,29,37,388,58,1,15402,54,684,41,44,395,7275,52,411,201,3497,430,13,11,2,breast
